Sr. No,Entity Name,Website of RE,Entity Type,Name of the DLA,Name of the owner of DLA (Self-owned/ name of LSP in case DLA is of LSP),Available on (Website/ Name of app store),Link to DLA
739,"FINCFRIENDS PRIVATE LIMITED (REISSUED ON DECEMBER 24, 2018)",https://fincfriends.com,NBFC,Rupeeredee,MONEYMITRA IT SOLUTIONS PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.rupeeredee.app
740,,https://fincfriends.com,NBFC,Rupeeredee,MONEYMITRA IT SOLUTIONS PRIVATE LIMITED,HONOR App Market,honormarket://details?id=com.rupeeredee.app
741,,https://fincfriends.com,NBFC,Rupeeredee,MONEYMITRA IT SOLUTIONS PRIVATE LIMITED,OPPO App Market,market://details?id=com.rupeeredee.app
742,,https://fincfriends.com,NBFC,Rupeeredee,MONEYMITRA IT SOLUTIONS PRIVATE LIMITED,Rupeeredee Website,https://rupeeredee.com/
743,,https://fincfriends.com,NBFC,Rupeeredee,MONEYMITRA IT SOLUTIONS PRIVATE LIMITED,Samsung App Market,samsungapps://ProductDetail/com.rupeeredee.app
744,,https://fincfriends.com,NBFC,Rupeeredee,MONEYMITRA IT SOLUTIONS PRIVATE LIMITED,Vivo App Market,vivomarket://details?id=com.rupeeredee.app
745,,https://fincfriends.com,NBFC,Vivamoney,VIVAMONEY SOLUTIONS PRIVATE LIMITED,App Store,https://apps.apple.com/in/app/viva-money-credit-line-loan/id6449091018
746,,https://fincfriends.com,NBFC,Vivamoney,VIVAMONEY SOLUTIONS PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.vivamoney&hl=en_IN
747,,https://fincfriends.com,NBFC,Vivamoney,VIVAMONEY SOLUTIONS PRIVATE LIMITED,Vivamoney Website,https://vivamoney.in/
748,FINDOC FINVEST (P) LTD(FORMALLY  AUJLA FINVEST PVT LTD AND NAME CHANGED ON 8.02.2016),https://findocfinvest.com/,NBFC,CarePay,Carecoin Technologies Private Limited,Website,https://www.carepay.money
749,,https://findocfinvest.com/,NBFC,Claimfriendy,Claimfriendy Private Limited,Website,https://www.claimfriendy.com/
750,,https://findocfinvest.com/,NBFC,SaveIN,SaveIN Fintech Private Limited,Website,https://customer.savein.money/
751,FINE MOTORS FINVEST PRINATE LIMITED,https://www.instantfundz.com/,NBFC,Instant Fundz,Self-owned,Website ,https://www.instantfundz.com/
752,FINKURVE FINANCIAL SERVICES LIMITED (OLD NAME- SANJAY LEASING LIMITED),https://www.arvog.com/,NBFC,Huey Tech Private Limited ,Huey Tech Private Limited,PayMe Personal Loan App,https://play.google.com/store/apps/details?id=io.attabot.app.paymeindia
753,,https://www.arvog.com/,NBFC,KKSV BUSINESS SERVICES PVT LTD,KKSV BUSINESS SERVICES PVT LTD,Salary Now Quick Advance Loan,https://play.google.com/store/apps/details?id=com.kksv.salarynow
754,FINNABLE CREDIT PRIVATE LIMITED,https://www.finnable.credit/,NBFC,Flipkart Online Shopping App, DLA is owned by Flipkart Internet Private Limited,1) Google Play Store; and  2)Apple App Store,1)Link for Google Play Store - https://play.google.com/store/apps/details?id=com.flipkart.android  2)Link for Apple App Store:- https://apps.apple.com/in/app/flipkart-online-shopping-app/id742044692
755,FINTREE FINANCE PRIVATE LIMITED,https://fintreefinance.com/,NBFC,CirclePe,Circlepe Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.circlepe.club
756,,https://fintreefinance.com/,NBFC,Clayyo,Clayyo Health Support Private Limited,https://www.clayyo.com/ ,NA
757,,https://fintreefinance.com/,NBFC,Fincrest Capital,Fincrest Capital Services Private Limited,Website,https://fincrestcapital.co/
758,,https://fintreefinance.com/,NBFC,Helium,Nome Residences Private Limited,https://helium.in/,NA
759,,https://fintreefinance.com/,NBFC,Loandigit,Credit Wealth Technologies Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.loandigit.android
760,,https://fintreefinance.com/,NBFC,MartOnline ,Sagar deposit and advances ltd,Google Play Store,http://www.martonline.co.in/#UserApp
761,,https://fintreefinance.com/,NBFC,MOTION CORP, Motion Corp Private Limited,Website,Motion Corp | Smart EV Financing
762,,https://fintreefinance.com/,NBFC,NA,Embifi global services Pvt Ltd,https://www.embifi.in/,NA
763,,https://fintreefinance.com/,NBFC,NA,Fundify Communication  Private Limited ,website,https://udharcapital.com/about.php
764,,https://fintreefinance.com/,NBFC,NA,Grayquest education finance pvt Ltd,https://www.grayquest.com/,NA
765,,https://fintreefinance.com/,NBFC,NA,Sterlion Finance Private Limited,Website,https://www.sterlion.in/contact
766,,https://fintreefinance.com/,NBFC,OkCredit,Psi phi global solutions pvt ltd,Google Play Store,https://play.google.com/store/apps/details?id=in.okcredit.merchant&referrer=af_tranid%3Do34fmTllSuKAB1SVDBU7wA%26af_dp%3Dokcredit%253A%252F%252Fmerchant%252Fv1%252Fhome%26c%3DHomePage%26pid%3DWebsite_OkCredit
767,,https://fintreefinance.com/,NBFC,QUICKMONEY,Quicky Globaltech Private Limited ,Website,https://www.quick.money/
768,,https://fintreefinance.com/,NBFC,Rapid Money,Moneytime Technology Solutions Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.rapid_money&hl=en_IN
769,,https://fintreefinance.com/,NBFC,Saswat Money,SFT Finance Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.saswatfinanace.saswatcustomer
770,,https://fintreefinance.com/,NBFC,Seven Fincorp,Noxven Ventures (OPC) Private Limited ,Website,Seven Fincorp - Money Multiplier & Enterprise Solutions
771,,https://fintreefinance.com/,NBFC,The EMI Club,Mash technologies pvt Ltd,https://theemiclub.com/,https://www.appbrain.com/app/the-emi-club-dealer-app/com.mash.emiclubdealer
772,,https://fintreefinance.com/,NBFC,Yamoney,Ya Money Marketing and consulting Private Limited,Website,Apply - YA Loans
773,FINVASIA FINANCIAL SERVICES PVT LTD,https://jumpp.credit/about-us/,NBFC,jUMPP,FINFUTECH SOLUTIONS PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.finvasia.jumpp&hl=en_IN
774,FLIPKART FINANCE PRIVATE LIMITED,https://www.flipkartfinance.com/,NBFC,Flipkart,Flipkart Internet Private Limited,"""Google play store Apple app store ""","""https://play.google.com/store/apps/details? id=com.flipkart.android&hl=en_IN https:// apps.apple.com/in/app/flipkart-online- shopping-app/id742044692"""
775,F MEC INTERNATIONAL FINANCIAL SERVICES LTD.,https://fmecinternational.com/,NBFC,Alrightyy,Twinsalary Technologies Private Limited,Website,https://www.alrightyy.com/
776,,https://fmecinternational.com/,NBFC,ClickmyLoan,Self owned,Google Play Store,https://play.google.com/store/apps/details?id=com.habile.cloudbankin.clickmyloan 
777,,https://fmecinternational.com/,NBFC,ClickmyLoan,Self owned,Website,https://clickmyloan.com/
778,,https://fmecinternational.com/,NBFC,Finayo,Kilpi Technology & Services Pvt Ltd,Google Play Store,https://play.google.com/store/apps/details?id=com.app.finayo
779,,https://swipeloan.in,NBFC,Swipe Loan,KGIL Fintech Solutions Pvt Ltd,Play Store,https://play.google.com/store/apps/details?id=com.kgil.swipeloan
780,,https://swipeloan.in,NBFC,Swipe Loan,KGIL Fintech Solutions Pvt Ltd,Website,https://swipeloan.in
781,FYNX CAPITAL LIMITED (EARLIER KNOWN AS RAJATH FINANCE LIMITED),https://www.i2ifunding.com/,NBFC,www.i2ifunding.com,RNVP Technology Private Limited,Website or throught APIs,www.i2ifunding.com
782,,Not an Regulated entity,NBFC,https://karmalife.ai/,Onionlife Private Limited,Website or throught APIs,https://karmalife.ai/
783,,Not an Regulated entity,NBFC,https://moneyase.in/,Codemodulu Financial Investment Services Pvt Ltd ,Website or throught APIs,https://moneyase.in/
784,,Not an Regulated entity,NBFC,www.billmart.com,BillMart FinTech Private Limited.,Google Play Store,https://play.google.com/store/apps/details?id=com.billmart.finance&hl=en_IN
785,,Not an Regulated entity,NBFC,www.billmart.com,BillMart FinTech Private Limited.,iOS App store,https://apps.apple.com/in/app/billmart-bill-discounting/id1628818618
786,,Not an Regulated entity,NBFC,www.billmart.com,BillMart FinTech Private Limited.,Website,https://app.billmart.com/sign-in
787,,Not an Regulated entity,NBFC,www.billmart.com,BillMart FinTech Private Limited.,Website ,https://fynxapp.billmart.com/sign-in
788,GAGANDEEP SERVICES PRIVATE LIMITED,not available,NBFC,Dhanrishi,Fintech Cloud Private Limited,Website,https://dhanrishi.com/
789,GANESH LEASFIN PVT. LTD.,https://www.ganeshleasfin.com/,NBFC,LoanVestra,Cloudepower Services Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.loanvestra.limit.cloudepower.instant
790,,https://www.ganeshleasfin.com/,NBFC,LoanVestra,Cloudepower Services Private Limited,Website,https://portal.cloudepower.com
791,GEOJIT CREDITS (P) LTD (FORMERLY  A S R FINANCING & LEASING (P)LTD),www.geojitcredits.com,NBFC,ValuEnable ,ValuEnable Private Limited,Website,https://loan.valuenable.in/
792,GETGROWTH CAPITAL PRIVATE LIMITED,https://getgrowthcapital.co/,NBFC,Gem Sahay,Government Emarketplace,iOS App store,https://apps.apple.com/in/app/gem-sahay/id6502699944
793,,https://getgrowthcapital.co/,NBFC,Gem Sahay,Government Emarketplace,Website,https://gem-sahay.perfios.com/pcg-gem/gemLogin
794,GIRDHAR FINLEASE PVT LTD.,https://girdharfinlease.com,NBFC,30daysLoan,Self-owned,Website/Playstore/app store,https://30daysloan.com
795,,https://girdharfinlease.com,NBFC,FundsMama,Self-owned,Website/Playstore/app store,https://fundsmama.com
796,,https://girdharfinlease.com,NBFC,fundsmama.in,Self-owned,Website/Playstore/app store,https://fundsmama.in
797,GODREJ FINANCE LIMITED (OLD NAME ENSEMBLE HOLDINGS & FINANCE LIMITED),https://www.godrejfinance.com/,NBFC,Bajaj Finserv Markets LoanApp,BAJAJ FINSERV DIRECT LIMITED,Apple App Store Google Play Store,https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app https://apps.apple.com/in/app/bajajfinserv-loans-upi-fd/id505454145
798,,https://www.godrejfinance.com/,NBFC,Catfin,CATEYE ADVISORS PRIVATE LIMITED,https://app.catfin.in/#/login/partner-login,https://app.catfin.in/#/login/partner-login
799,,https://www.godrejfinance.com/,NBFC,Efundzz,EFUND TECHNICAL SERVICES PRIVATE LIMITED,https://www.efundzz.com/,https://www.efundzz.com/
800,,https://www.godrejfinance.com/,NBFC,Godrej Personal Loan - Priority Money,Self Owned,https://www.godrejcapital.com/our-products/personal-loan,https://applynow-personal-loan.godrejfinance.com/auth/login?next=%2Fadmin%2Fapplications
801,,https://www.godrejfinance.com/,NBFC,Kosh24,UDYAN PLATFORMS (OPC) PRIVATE LIMITED,https://kosh24.com/,https://kosh24.com/
802,,https://www.godrejfinance.com/,NBFC,Paisabazaar,PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED,Apple App Store Google Play Store,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201 https://play.google.com/store/apps/details?id=com.paisabazaar&hl=en_IN&pli=1
803,,https://www.godrejfinance.com/,NBFC,Wecredit,QUANTUMX GLOBAL PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.wecredit.Wecredit&hl=en_IN
804,GOLDEN LEGAND LEASING & FINANCE LTD.,https://www.gllfl.com,NBFC,Ashapurti Loans,GOLDEN LEGAND LEASING AND FINANCE LIMITED,"WEBSITE, GOOGLE PLAY STORE & APPLE APPSTORE",Website - https://ashapurtiloans.com/;  Playstore - https://play.google.com/store/apps/details?id=com.ashapurtiloans;  Appstore - https://apps.apple.com/in/app/ashapurtiloans/id6670594664
805,GOLDLINE FINANCE PVT LTD,https://www.goldlinefinance.in/,NBFC,Capital Now,Finxer Technologies  Private Limited,"Google Play Store, iOS App Store, Website",https://play.google.com/store/search?q=capital%20now&c=apps https://apps.apple.com/in/app/capital-now-personal-loan-app/id1584771837 https://www.capitalnow.in/
806,GOPI SECURITIES PVT LTD.,www.salariedloan.com,NBFC,Salaried Loan,Gopi Securities Private Limited,Website,https://salariedloan.com/apply-now
807,GOSREE FINANCE LIMITED,https://www.gosreefinance.com/,NBFC,Finnable,Finnable Technologies Private Limited,Google App store,https://play.google.com/store/apps/details?id=com.finnable.customer
808,,https://www.gosreefinance.com/,NBFC,Finnable,Finnable Technologies Private Limited,IOS App store,https://apps.apple.com/in/app/finnable/id1453358250
809,,https://www.gosreefinance.com/,NBFC,Finnable,Finnable Technologies Private Limited,Website,https://www.finnable.com/
810,GREAVES FINANCE LIMITED,www.evfin.co,NBFC,Finflux by M2P,M2P,https://gfl.finflux.io/,https://m2pfintech.com/
811,GRESHMA FINVEST PRIVATE LIMITED,https://savein.money/,NBFC,SaveIN,SAVEIN FINTECH PRIVATE LIMITED,Website,https://savein.money/
812,GRJ TRADES & FINANCE LTD.,https://grjtradesandfinance.com/,NBFC,Turantloan,Self-owned,Website,https://turantloan.com/
813,GROMOR FINANCE PRIVATE LIMITED,https://gromor.in/,NBFC,Ninja,Ninjacart Services Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.nc.trader
814,,https://gromor.in/,NBFC,Ninja,Ninjacart Services Private Limited,Ios App Store,https://apps.apple.com/in/app/ninja-app/id1626963855
815,,https://gromor.in/,NBFC,Pice,Nanosecond Technologies Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=one.pice.pice_business_loan
816,,https://gromor.in/,NBFC,Pice,Nanosecond Technologies Private Limited,Ios App Store,https://apps.apple.com/in/app/pice-business-payments-app/id6463862579
817,,https://gromor.in/,NBFC,Shiprocket,Shiprocket Limited,Website,https://www.shiprocket.in/capital/
818,GROW MONEY CAPITAL PVT LTD (FORMERLY ECLEAR LEASING & FINANCE PVT LTD),https://growmoneycapital.com/,NBFC,Cashvia,Self-owned,Google Play Store,https://play.google.com/store/apps/details?id=com.cashvia
819,,https://growmoneycapital.com/,NBFC,Cashvia,Self-owned,Website,https://cashvia.in/
820,,https://growmoneycapital.com/,NBFC,FinEzzy,Radical Advisors India Private Limited,Apple App store,"https://apps.apple.com/in/app/finezzy-mutual-funds-loan/id1632011179,"
821,,https://growmoneycapital.com/,NBFC,FinEzzy,Radical Advisors India Private Limited,Google Play store, https://play.google.com/store/apps/details?id=com.finezzy
822,,https://growmoneycapital.com/,NBFC,Lendingplate,Unifinz Capital India Limited,Apple Store,https://apps.apple.com/in/app/lendingplate-personal-loan-app/id1658697924
823,,https://growmoneycapital.com/,NBFC,Lendingplate,Unifinz Capital India Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.lendingplate&gl=in&pli=1
824,,https://growmoneycapital.com/,NBFC,Lendingplate,Unifinz Capital India Limited,MI,https://global.app.mi.com/details?lo=IN&la=en_US&id=com.lendingplate
825,,https://growmoneycapital.com/,NBFC,Lendingplate,Unifinz Capital India Limited,Samsung,https://galaxystore.samsung.com/detail/000007398207
826,,https://growmoneycapital.com/,NBFC,Moneyview,Moneyview Limited,Apple App Store,https://apps.apple.com/in/app/moneyview-loans-credit-cards/id6468976019
827,,https://growmoneycapital.com/,NBFC,Moneyview,Moneyview Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.whizdm.moneyview.loans&hl=en_IN&gl=IN
828,,https://growmoneycapital.com/,NBFC,OTO Capital,1T9 Technology Private Limited,Google Play store,https://play.google.com/store/apps/details?id=com.oto.android.app
829,,https://growmoneycapital.com/,NBFC,OTO Capital,1T9 Technology Private Limited,Website,https://www.otocapital.in
830,,https://growmoneycapital.com/,NBFC,True Balance,Balancehero India Private Limited,Galaxy Store (Samsung),https://galaxystore.samsung.com/detail/com.balancehero.truebalance
831,,https://growmoneycapital.com/,NBFC,True Balance,Balancehero India Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.balancehero.truebalance
832,,https://growmoneycapital.com/,NBFC,True Balance,Balancehero India Private Limited,Huawei AppGallery,https://appgallery.huawei.com/app/C101648675
833,,https://growmoneycapital.com/,NBFC,True Balance,Balancehero India Private Limited,Indus Appstore (Xiaomi),https://global.app.mi.com/details?lo=IN&la=en_US&id=com.balancehero.truebalance
834,GROWW CREDITSERV TECHNOLOGY PRIVATE LIMITED,https://growwcredit.in/,NBFC,Groww App,Billionbrains Garage Ventures Limited,Apple AppStore,https://apps.apple.com/in/app/groww-stocks-mutual-fund-ipo/id1404871703
835,,https://growwcredit.in/,NBFC,Groww App,Billionbrains Garage Ventures Limited,Google PlayStore,https://play.google.com/store/apps/details?id=com.nextbillion.groww&hl=en_IN
836,,https://growwcredit.in/,NBFC,Groww Credit,Billionbrains Garage Ventures Limited,https://credit.groww.in/,https://credit.groww.in/
837,,https://growwcredit.in/,NBFC,Groww Credit: Instant Loan App,Billionbrains Garage Ventures Limited,Apple AppStore,https://apps.apple.com/in/app/groww-credit-instant-loan-app/id6633433697
838,,https://growwcredit.in/,NBFC,Groww Credit: Instant Loan App,Billionbrains Garage Ventures Limited,Google PlayStore,https://play.google.com/store/search?q=groww+credit&c=apps&hl=en_IN
839,GSB FINANCE LTD.,https://gsbfinancelimited.com/,NBFC,CreditSea,Innotech Creditsea Platforms Private Limited,"Website, IOS App Store, Google Play Store",https://www.creditsea.com 
840,GSD TRADING AND FINANCIAL SERVICES PVT. LTD,https://gsdfinancial.in/,NBFC,Kredito24,TECAZOID INNOVATIONS PRIVATE LIMITED,Website,https://kredito24.in/
841,G.S. LEASING & FINANCE PVT. LTD.,www.gsfinance.in,NBFC,GS FINANCE : PERSONAL LOAN ,G S LEASING AND FINANCE PRIVATE LIMITED ,GOOLE PLAY STORE ,https://play.google.com/store/apps/details?id=com.GSFinance.gsfinanceApp&pcampaignid=web_share
842,GYANDHAN FINANCIAL SERVICES PRIVATE LIMITED,https://nbfc.gyandhan.com/,NBFC,Gyandhan Financial Service Private Limited,Self-owned,Website,https://nbfc.gyandhan.com/
843,HARI AND COMPANY INVESTMENTS MADRAS PRIVATE LIMITED,https://www.vivriticapital.com/,NBFC,Axio,Axio Digital Private Limited,Apple Store,https://apps.apple.com/in/app/axio-bnpl-personal-loan/id6449531839
844,,https://www.vivriticapital.com/,NBFC,Axio,Axio Digital Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.daamitt.walnut.app
845,,https://www.vivriticapital.com/,NBFC,Branch- Personal Cash Loan App,Branch International Financial Services Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.branch_international.branch.branch_demo_android 
